airport_id,airport_type,airport_name,airport_long,airport_lat
707,heliport,Lillooet (CC Helicopters 2011) Heliport,50.685104046000006,-121.927245855
708,small_airport,Fort Langley Airport,49.16749954223633,-122.55500030517578
709,small_airport,Kemess Creek Airport,56.97439956665039,-126.74099731445312
710,small_airport,Woodcock Airport,55.06669998168945,-128.23300170898438
28390,seaplane_base,Quennell Lake Seaplane Base,49.077496999999994,-123.831001
711,small_airport,Kaslo Airport,49.90359878540039,-116.93499755859376
298375,small_airport,Clinton / Bleibler Ranch,51.2668021597,-121.685771942
712,heliport,Tofino Lifeboat Station Heliport,49.13330078125,-125.9000015258789
713,heliport,Prince Rupert (Hospital) Heliport,54.3046989440918,-130.33000183105472
320088,small_airport,Anchor 9 Ranch Airport,51.4125,-114.580201
320295,small_airport,Blue Sky Airport,49.2939,-103.0197
714,small_airport,Mule Creek Airport,59.78559875488281,-136.58299255371094
715,heliport,Port Hardy (Hospital) Heliport,50.720622911499994,-127.502938807
716,small_airport,Briercrest South Airport,50.06639862060547,-105.3010025024414
717,small_airport,Alberni Valley Regional Airport,49.321899,-124.931
718,heliport,Blairmore (Crowsnest Pass Health Centre) Heliport,49.6161,-114.457001
719,small_airport,Tsetzi Lake (Pan Phillips) Airport,52.971900939941406,-125.0270004272461
720,heliport,Golden (Golden & District General Hospital) Heliport,51.29669952392578,-116.96800231933594
721,small_airport,Quilchena Airport,50.1618895996,-120.50774574299999
722,heliport,Sproat Lake Tanker Base Heliport,49.28981723689999,-124.93909567600001
723,small_airport,Eddontenajon / Iskut Village Airport,57.847994155,-129.983968735
724,heliport,Prince Rupert (Hydro) Heliport,54.31169891357422,-130.29400634765622
725,heliport,Terrace (Mills Memorial Hospital) Heliport,54.51087096649999,-128.597647548
310996,heliport,Belleville (QHC) Heliport,44.1672131754,-77.3504027374
727,heliport,Valemount (Yellowhead Helicopters) Heliport,52.86669921875,-119.3000030517578
728,heliport,Comox (St. Joseph's Hospital) Heliport,49.67507461060001,-124.941185117
729,small_airport,Kitimat Airport,54.16389846801758,-128.58099365234378
